 1 1 1 0 
 2 1.41421 1.41421 1.71143e-08 
 3 1.73205 1.73205 1.79482e-08 
 4 2 2 0 
 5 2.23607 2.23607 -1.46822e-08 
 6 2.44949 2.44949 -3.63918e-08 
 7 2.64575 2.64575 2.76652e-08 
 8 2.82843 2.82843 1.71143e-08 
 9 3 3 0 
 10 3.16228 3.16228 -1.21268e-08 
 11 3.31662 3.31662 -2.69797e-08 
 12 3.4641 3.4641 1.79482e-08 
 13 3.60555 3.60555 9.05149e-09 
 14 3.74166 3.74166 -2.90579e-08 
 15 3.87298 3.87298 -2.826e-08 
 16 4 4 0 
 17 4.12311 4.12311 2.4168e-08 
 18 4.24264 4.24264 4.52122e-08 
 19 4.3589 4.3589 -3.96833e-08 
 20 4.47214 4.47214 -1.46822e-08 
 21 4.58258 4.58258 -2.24936e-08 
 22 4.69042 4.69042 -2.11919e-08 
 23 4.79583 4.79583 -3.27337e-08 
 24 4.89898 4.89898 -3.63918e-08 
 25 5 5 0 
 26 5.09902 5.09902 -2.71474e-09 
 27 5.19615 5.19615 4.08901e-08 
 28 5.2915 5.2915 2.76652e-08 
 29 5.38516 5.38516 1.28934e-08 
 30 5.47723 5.47723 -3.75072e-08 
 31 5.56776 5.56776 1.44768e-08 
 32 5.65685 5.65685 1.71143e-08 
 33 5.74456 5.74456 3.59523e-09 
 34 5.83095 5.83095 3.50151e-08 
 35 5.91608 5.91608 -3.63276e-08 
 36 6 6 0 
 37 6.08276 6.08276 -3.0891e-08 
 38 6.16441 6.16441 1.20017e-08 
 39 6.245 6.245 3.23266e-09 
 40 6.32456 6.32456 -1.21268e-08 
 41 6.40312 6.40312 -1.48357e-08 
 42 6.48074 6.48074 2.33349e-08 
 43 6.55744 6.55744 2.29871e-08 
 44 6.63325 6.63325 -2.69797e-08 
 45 6.7082 6.7082 2.08591e-08 
 46 6.78233 6.78233 -7.82004e-09 
 47 6.85565 6.85565 -1.69336e-08 
 48 6.9282 6.9282 1.79482e-08 
 49 7 7 0 
 50 7.07107 7.07107 2.55532e-10 
 51 7.14143 7.14143 -5.8908e-09 
 52 7.2111 7.2111 9.05149e-09 
 53 7.28011 7.28011 9.51329e-10 
 54 7.34847 7.34847 -3.94711e-09 
 55 7.4162 7.4162 3.14803e-08 
 56 7.48331 7.48331 -2.90579e-08 
 57 7.54983 7.54983 2.43538e-08 
 58 7.61577 7.61577 -1.24905e-08 
 59 7.68115 7.68115 1.03941e-08 
 60 7.74597 7.74597 -2.826e-08 
 61 7.81025 7.81025 -1.65864e-08 
 62 7.87401 7.87401 2.18616e-08 
 63 7.93725 7.93725 -2.37268e-09 
 64 8 8 0 
 65 8.06226 8.06226 -2.28535e-09 
 66 8.12404 8.12404 -3.59e-08 
 67 8.18535 8.18535 5.45405e-08 
 68 8.24621 8.24621 2.4168e-08 
 69 8.30662 8.30662 4.86426e-08 
 70 8.3666 8.3666 2.73372e-08 
 71 8.42615 8.42615 4.80516e-08 
 72 8.48528 8.48528 4.52122e-08 
 73 8.544 8.544 3.02767e-08 
 74 8.60233 8.60233 -2.00423e-08 
 75 8.66025 8.66025 -5.08773e-08 
 76 8.7178 8.7178 -3.96833e-08 
 77 8.77496 8.77496 6.24636e-09 
 78 8.83176 8.83176 5.20659e-08 
 79 8.88819 8.88819 3.74821e-08 
 80 8.94427 8.94427 -1.46822e-08 
 81 9 9 0 
 82 9.05539 9.05539 -4.98557e-08 
 83 9.11043 9.11043 7.16857e-11 
 84 9.16515 9.16515 -2.24936e-08 
 85 9.21954 9.21954 5.0531e-09 
 86 9.27362 9.27362 -2.18496e-08 
 87 9.32738 9.32738 -1.86114e-08 
 88 9.38083 9.38083 -2.11919e-08 
 89 9.43398 9.43398 2.01701e-08 
 90 9.48683 9.48683 3.81362e-08 
 91 9.53939 9.53939 -4.79217e-08 
 92 9.59166 9.59166 -3.27337e-08 
 93 9.64365 9.64365 -2.56763e-08 
 94 9.69536 9.69536 -4.83616e-08 
 95 9.74679 9.74679 -3.65057e-08 
 96 9.79796 9.79796 -3.63918e-08 
 97 9.84886 9.84886 -7.90372e-09 
 98 9.89949 9.8995 -1.90116e-08 
 99 9.94987 9.94987 4.49062e-08 
 100 10 10 0 
 101 10.0499 10.0499 3.59926e-08 
 102 10.0995 10.0995 4.62931e-08 
 103 10.1489 10.1489 1.14414e-08 
 104 10.198 10.198 -2.71474e-09 
 105 10.247 10.247 -3.29123e-08 
 106 10.2956 10.2956 -3.05013e-08 
 107 10.3441 10.3441 4.46125e-08 
 108 10.3923 10.3923 4.08901e-08 
 109 10.4403 10.4403 -1.48082e-08 
 110 10.4881 10.4881 -1.20219e-08 
 111 10.5357 10.5357 -2.99118e-08 
 112 10.583 10.583 2.76652e-08 
 113 10.6301 10.6301 -2.01198e-08 
 114 10.6771 10.6771 4.6464e-10 
 115 10.7238 10.7238 -1.23825e-08 
 116 10.7703 10.7703 1.28934e-08 
 117 10.8167 10.8167 -3.50321e-08 
 118 10.8628 10.8628 -7.34468e-09 
 119 10.9087 10.9087 -2.49754e-08 
 120 10.9545 10.9545 -3.75072e-08 
 121 11 11 0 
 122 11.0454 11.0454 4.09223e-08 
 123 11.0905 11.0905 3.50619e-08 
 124 11.1355 11.1355 1.44768e-08 
 125 11.1803 11.1803 6.6426e-09 
 126 11.225 11.225 3.46621e-08 
 127 11.2694 11.2694 3.28397e-08 
 128 11.3137 11.3137 1.71143e-08 
 129 11.3578 11.3578 -4.02053e-10 
 130 11.4018 11.4018 -1.1251e-08 
 131 11.4455 11.4455 -1.04639e-08 
 132 11.4891 11.4891 3.59523e-09 
 133 11.5326 11.5326 2.93787e-08 
 134 11.5758 11.5758 -2.00871e-08 
 135 11.619 11.6189 1.27796e-08 
 136 11.6619 11.6619 3.50151e-08 
 137 11.7047 11.7047 3.36979e-08 
 138 11.7473 11.7473 -6.62795e-09 
 139 11.7898 11.7898 -2.29499e-08 
 140 11.8322 11.8322 -3.63276e-08 
 141 11.8743 11.8743 1.03009e-08 
 142 11.9164 11.9164 1.07076e-08 
 143 11.9583 11.9583 1.73025e-08 
 144 12 12 0 
 145 12.0416 12.0416 6.10237e-09 
 146 12.083 12.083 1.16874e-09 
 147 12.1244 12.1244 2.77804e-08 
 148 12.1655 12.1655 -3.0891e-08 
 149 12.2066 12.2066 2.04167e-08 
 150 12.2474 12.2474 -1.6925e-08 
 151 12.2882 12.2882 -3.03559e-08 
 152 12.3288 12.3288 1.20017e-08 
 153 12.3693 12.3693 -1.4382e-08 
 154 12.4097 12.4097 -3.61049e-09 
 155 12.4499 12.4499 -6.06215e-09 
 156 12.49 12.49 3.23266e-09 
 157 12.53 12.53 -2.88013e-08 
 158 12.5698 12.5698 -4.39841e-09 
 159 12.6095 12.6095 2.0177e-08 
 160 12.6491 12.6491 -1.21268e-08 
 161 12.6886 12.6886 -8.78964e-09 
 162 12.7279 12.7279 -2.97156e-08 
 163 12.7671 12.7671 1.39376e-08 
 164 12.8062 12.8062 -1.48357e-08 
 165 12.8452 12.8452 -2.99642e-08 
 166 12.8841 12.8841 -2.17266e-08 
 167 12.9228 12.9228 1.82249e-08 
